cid_codigo,cid_categoria,cid_descricao,grupo_morbidade,subgrupo,periodo_obstetrico,fonte_classificacao,e_morbidade
O840,O84,Parto mult todos espontaneos,parto,via_ou_tipo_de_parto,parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O841,O84,Parto mult todos p/forceps ou vacuo-extrator,parto,via_ou_tipo_de_parto,parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O842,O84,Parto mult todos p/cesariana,parto,via_ou_tipo_de_parto,parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O848,O84,Outr tipo de parto mult,parto,via_ou_tipo_de_parto,parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O849,O84,Parto mult NE,parto,via_ou_tipo_de_parto,parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O85,O85,Infecc puerperal,infeccoes,infeccao_puerperal,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O86,O86,Outr infecc puerperais,infeccoes,infeccao_puerperal,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O860,O86,Infecc da incisao cirurgica orig obstetrica,infeccoes,infeccao_puerperal,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O861,O86,Outr infecc dos orgaos genitais subseq parto,infeccoes,infeccao_puerperal,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O862,O86,Infecc das vias urinarias subsequentes parto,infeccoes,infeccao_puerperal,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O863,O86,Outr infecc vias genitourin subseq parto,infeccoes,infeccao_puerperal,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O864,O86,Febre orig desconhecida subsequente ao parto,infeccoes,infeccao_puerperal,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O868,O86,Outr infecc puerperais espec,infeccoes,infeccao_puerperal,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O87,O87,Complic venosas no puerperio,complicacoes_vasculares,complicacoes_venosas,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O870,O87,Tromboflebite superf no puerperio,complicacoes_vasculares,complicacoes_venosas,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O871,O87,Tromboflebite profunda no puerperio,complicacoes_vasculares,complicacoes_venosas,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O872,O87,Hemorroidas no puerperio,complicacoes_vasculares,complicacoes_venosas,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O873,O87,Trombose venosa cerebral no puerperio,complicacoes_vasculares,complicacoes_venosas,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O878,O87,Outr complic venosas no puerperio,complicacoes_vasculares,complicacoes_venosas,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O879,O87,Complic venosas no puerperio NE,complicacoes_vasculares,complicacoes_venosas,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O88,O88,Embolia orig obstetrica,complicacoes_vasculares,embolia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O880,O88,Embolia gasosa orig obstetrica,complicacoes_vasculares,embolia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O881,O88,Embolia amniotica,complicacoes_vasculares,embolia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O882,O88,Embolia obstetrica p/coagulo de sangue,complicacoes_vasculares,embolia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O883,O88,Embolia septica ou piemica orig obstetrica,complicacoes_vasculares,embolia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O888,O88,Outr embolias orig obstetrica,complicacoes_vasculares,embolia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O89,O89,Complic da anestesia admin durante puerperio,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O890,O89,Complic pulm anestesia durante puerperio,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O891,O89,Complic card dev anestesia durante puerperio,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O892,O89,Compl rel sist nerv cent dev anest puerperio,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O893,O89,Reacao toxica anest local durante puerperio,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O894,O89,Cefaleia prov anest raquid perid puerperio,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O895,O89,Outr compl anest raquid perid puerperio,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O896,O89,Falha dific de entubacao durante puerperio,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O898,O89,Outr complic anestesia durante o puerperio,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O899,O89,Complic dev anestesia durante o puerperio NE,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O90,O90,Complic do puerperio NCOP,complicacoes_puerperais,outras_complicacoes_puerperais,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O900,O90,Ruptura da incisao de cesariana,complicacoes_puerperais,outras_complicacoes_puerperais,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O901,O90,Ruptura da incisao obstetrica no perineo,complicacoes_puerperais,outras_complicacoes_puerperais,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O902,O90,Hematoma da incisao obstetrica,complicacoes_puerperais,outras_complicacoes_puerperais,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O903,O90,Cardiomiopatia no puerperio,complicacoes_puerperais,outras_complicacoes_puerperais,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O904,O90,Insuf renal aguda do pos-parto,complicacoes_puerperais,outras_complicacoes_puerperais,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O905,O90,Tireoidite do pos-parto,complicacoes_puerperais,outras_complicacoes_puerperais,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O908,O90,Outr complic do puerperio NCOP,complicacoes_puerperais,outras_complicacoes_puerperais,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O909,O90,Complic do puerperio NE,complicacoes_puerperais,outras_complicacoes_puerperais,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O91,O91,Infecc mamarias assoc ao parto,infeccoes,infeccao_puerperal,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O910,O91,Infecc do mamilo assoc ao parto,infeccoes,infeccao_puerperal,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O911,O91,Abscesso da mama assoc ao parto,infeccoes,infeccao_puerperal,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O912,O91,Mastite nao purulenta assoc ao parto,infeccoes,infeccao_puerperal,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O92,O92,Outr afeccoes mama e lactacao assoc ao parto,complicacoes_puerperais,outras_complicacoes_puerperais,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O920,O92,Mamilo retraido assoc ao parto,complicacoes_puerperais,outras_complicacoes_puerperais,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O921,O92,Fissuras do mamilo assoc ao parto,complicacoes_puerperais,outras_complicacoes_puerperais,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O922,O92,Outr afeccoes da mama e as NE assoc ao parto,complicacoes_puerperais,outras_complicacoes_puerperais,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O923,O92,Agalactia,complicacoes_puerperais,outras_complicacoes_puerperais,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O924,O92,Hipogalactia,complicacoes_puerperais,outras_complicacoes_puerperais,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O925,O92,Suspensao da lactacao,complicacoes_puerperais,outras_complicacoes_puerperais,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O926,O92,Galactorreia,complicacoes_puerperais,outras_complicacoes_puerperais,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O927,O92,Outr disturbios da lactacao e os NE,complicacoes_puerperais,outras_complicacoes_puerperais,puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O93,O93,Morte materna NO PERIODO MATERNO-PUERPERAL,outras_condicoes_obstetricas,outras_condicoes_obstetricas,indeterminado,DATASUS CID10.DBF + regra analitica phase8-v1,0
O930,O93,Morte materna associada a acidente de trânsi,outras_condicoes_obstetricas,outras_condicoes_obstetricas,indeterminado,DATASUS CID10.DBF + regra analitica phase8-v1,0
O931,O93,Morte materna associada a queda acidental,outras_condicoes_obstetricas,outras_condicoes_obstetricas,indeterminado,DATASUS CID10.DBF + regra analitica phase8-v1,0
O932,O93,Morte materna associada a afogamento acident,outras_condicoes_obstetricas,outras_condicoes_obstetricas,indeterminado,DATASUS CID10.DBF + regra analitica phase8-v1,0
O933,O93,Morte materna associada a queimadura acident,outras_condicoes_obstetricas,outras_condicoes_obstetricas,indeterminado,DATASUS CID10.DBF + regra analitica phase8-v1,0
O934,O93,Morte materna associada a situações de enven,outras_condicoes_obstetricas,outras_condicoes_obstetricas,indeterminado,DATASUS CID10.DBF + regra analitica phase8-v1,0
O935,O93,Morte materna associada a assistência médica,outras_condicoes_obstetricas,outras_condicoes_obstetricas,indeterminado,DATASUS CID10.DBF + regra analitica phase8-v1,0
O936,O93,Morte materna associada a lesões auto-inflig,outras_condicoes_obstetricas,outras_condicoes_obstetricas,indeterminado,DATASUS CID10.DBF + regra analitica phase8-v1,0
O937,O93,Morte materna associada a agressão,outras_condicoes_obstetricas,outras_condicoes_obstetricas,indeterminado,DATASUS CID10.DBF + regra analitica phase8-v1,0
O938,O93,Morte materna associada a demais acidentes q,outras_condicoes_obstetricas,outras_condicoes_obstetricas,indeterminado,DATASUS CID10.DBF + regra analitica phase8-v1,0
O939,O93,Morte materna associada a circunstância da c,outras_condicoes_obstetricas,outras_condicoes_obstetricas,indeterminado,DATASUS CID10.DBF + regra analitica phase8-v1,0
O94,O94,"Seqüelas de complicação da gravidez, parto e p",outras_condicoes_obstetricas,outras_condicoes_obstetricas,indeterminado,DATASUS CID10.DBF + regra analitica phase8-v1,0
O95,O95,Morte obstetrica de causa NE,outras_condicoes_obstetricas,outras_condicoes_obstetricas,indeterminado,DATASUS CID10.DBF + regra analitica phase8-v1,0
O96,O96,Morte qq caus obst mais 42d menos 1a parto,outras_condicoes_obstetricas,outras_condicoes_obstetricas,indeterminado,DATASUS CID10.DBF + regra analitica phase8-v1,0
O97,O97,Morte p/sequelas causas obstetricas diretas,outras_condicoes_obstetricas,outras_condicoes_obstetricas,indeterminado,DATASUS CID10.DBF + regra analitica phase8-v1,0
O98,O98,Doen inf paras mat COP compl grav part puerp,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O980,O98,Tuberc complic gravidez parto e puerperio,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O981,O98,Sifilis complic gravidez parto e puerperio,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O982,O98,Gonorreia complic gravidez parto e puerperio,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O983,O98,Out inf via trans sex compl grav parto puerp,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O984,O98,Hepatite viral complic gravidez parto puerp,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O985,O98,Outr doenc virais compl gravidez parto puerp,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O986,O98,Doenc caus protozoar compl grav parto puerp,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O988,O98,Out doen inf paras mat comp grav parto puerp,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O989,O98,Doen inf paras mat NE compl grav parto puerp,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O99,O99,Outr doenc mat COP compl grav parto puerp,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O990,O99,Anemia complic gravidez parto puerperio,outras_condicoes_maternas,anemia_complicando_gestacao,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O991,O99,Out doen sang hemat imun comp grav part puer,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O992,O99,Doen endoc nutr metab compl grav parto puerp,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O993,O99,Trans ment doen sis nerv comp grav part puer,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O994,O99,Doenc ap circulat compl gravidez parto puerp,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O995,O99,Doenc ap respirat compl gravidez parto puerp,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O996,O99,Doenc ap digestiv compl gravidez parto puerp,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O997,O99,Doenc pele tec subcut compl grav parto puerp,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O998,O99,Outr doenc afec espec compl grav parto puerp,outras_condicoes_maternas,doencas_classificadas_em_outros_capitulos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
