ano,codigo_territorio,territorio,nascidos_vivos,tipo_parto_informado,nascidos_vivos_parto_vaginal,nascidos_vivos_parto_cesareo,percentual_cesareas,gestacao_informada,nascidos_vivos_prematuros,percentual_prematuridade,peso_informado,nascidos_vivos_baixo_peso,percentual_baixo_peso,peso_medio_g,apgar5_informado,apgar5_menor_7,percentual_apgar5_menor_7,prenatal_informado,prenatal_7_mais,percentual_prenatal_7_mais,idade_mae_informada,nascidos_vivos_maes_adolescentes,nascidos_vivos_idade_materna_avancada,tipo_gravidez_informado,nascidos_vivos_gestacao_multipla
2024,BR,Brasil,2389325,2388152,940461,1447691,60.6197,2371203,293833,12.3917,2389104,226375,9.4753,3150.27,2364243,24305,1.028,2352060,1880958,79.9707,2389293,273210,433015,2388020,54446
